🎬测试1,#genre#
天映频道,mitv://generationnexxxt.com:19806/65e1b0870000c6d7c9dccba555040378
天映频道,https://histar-proxy.isus.cc/celestial
天映经典,mitv://generationnexxxt.com:19806/3ac31fa9f30145b68f8469b00d91b200
天映经典,https://histar-proxy.isus.cc/cccm
美亚电影国,mitv://generationnexxxt.com:19806/a850e570b868424c94319a2652ca7c62
美亚电影国,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
美亚电影粤,mitv://generationnexxxt.com:19806/ee16565eb5fe46be8d22cbbde1fa9fae
東森電影,https://bsex.serv00.net/Smart.php?id=ettvmovie
東森电影台,mitv://135.148.104.228:19806/08435f286ac744a0942899c551209779
東森电影台,mitv://generationnexxxt.com:19806/08435f286ac744a0942899c551209779
東森电影台,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8
東森电影台,p2p://generationnexxxt.com:19806/08435f286ac744a0942899c551209779
纬来电影台,mitv://135.148.104.228:19806/429796f5f00946fa933e400729286c7e
纬来电影台,p2p://108.181.20.159:75326/62c860e50008ea96c1ae9a96599c6947 
纬来电影台,mitv://generationnexxxt.com:19806/429796f5f00946fa933e400729286c7e
龙祥电影台,mitv://generationnexxxt.com:19806/78502c9b515845a7baca6a3a6ea88b8a
龙祥电影台,mitv://135.148.104.228:19806/78502c9b515845a7baca6a3a6ea88b8a 
龙华电影台,mitv://135.148.104.228:19806/1df6f5f0993a46faa17f676518654709 
龙华电影台,mitv://generationnexxxt.com:19806/1df6f5f0993a46faa17f676518654709
龙华电影台,https://s2-10623-kwimgs.52520.xyz/4gtv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=litv-longturn03
靖天电影台,mitv://generationnexxxt.com:19806/d8c581e0e1a24823a3d2110e3584ef8b
靖天电影台,mitv://135.148.104.228:19806/d8c581e0e1a24823a3d2110e3584ef8b 
壹电视电影台,mitv://generationnexxxt.com:19806/1be1329b6d124745a87a16de445d2352 
壹电视电影台,mitv://135.148.104.228:19806/1be1329b6d124745a87a16de445d2352 
影迷数位电影台,mitv://generationnexxxt.com:19806/bc069c037478448a9e41dbc3e1d5d0f6 
影迷数位电影台,mitv://135.148.104.228:19806/bc069c037478448a9e41dbc3e1d5d0f6 
金马影院,http://pull.kktv8.com/livekktv/128600025.flv
好人影视,https://ali.hlspull.yximgs.com/live/1234566.flv


🎬斗鱼影院,#genre#
林正英 1,http://zzy789.xyz/douyu1.php?id=7356023
林正英 2,http://zzy789.xyz/douyu1.php?id=218859
刘德华电影1,http://zzy789.xyz/douyu1.php?id=2516864
刘德华电影2,http://zzy789.xyz/douyu1.php?id=8985415
周星驰电影,http://zzy789.xyz/douyu1.php?id=3990812
怀旧90,http://zzy789.xyz/douyu1.php?id=9275635
经典怀旧,http://zzy789.xyz/douyu1.php?id=10180265
经典怀旧系列,http://zzy789.xyz/douyu1.php?id=8663752
经典港片,http://zzy789.xyz/douyu1.php?id=675072
喜剧经典,http://zzy789.xyz/douyu1.php?id=9650887
米娅电影,http://zzy789.xyz/douyu1.php?id=6537888
吃米滴虫,http://zzy789.xyz/douyu1.php?id=315457
吃奶滴虫,http://zzy789.xyz/douyu1.php?id=263824
冰冰经典电影,http://zzy789.xyz/douyu1.php?id=74374
瑶瑶恐怖,http://zzy789.xyz/douyu1.php?id=2935323
凌儿影院,http://zzy789.xyz/douyu1.php?id=1377142
麓山迷踪,http://zzy789.xyz/douyu1.php?id=4505431
小黛兮影,http://zzy789.xyz/douyu1.php?id=11553944
怡寳影院,http://zzy789.xyz/douyu1.php?id=434971
神乐影院,http://zzy789.xyz/douyu1.php?id=122402
可乐影院,http://zzy789.xyz/douyu1.php?id=20415
鬼片恐怖,http://zzy789.xyz/douyu1.php?id=2935323
恐怖故事,http://zzy789.xyz/douyu1.php?id=2337939
惊悚影院,http://zzy789.xyz/douyu1.php?id=96577
小宇60帧,http://zzy789.xyz/douyu1.php?id=323876
電影劇場,http://zzy789.xyz/douyu1.php?id=7575350
國語電影,http://zzy789.xyz/douyu1.php?id=2436390
花卷陪看,http://zzy789.xyz/douyu1.php?id=52787
鱼宝恐怖,http://zzy789.xyz/douyu1.php?id=1165374
变种人片,http://zzy789.xyz/douyu1.php?id=9651304
大吉大利影院,https://pull.kktv8.com/livekktv/128600025.flv
小猪优版剧院,https://www.goodiptv.club/douyu/10297898
喜剧电影,http://zzy789.xyz/douyu1.php?id=9292492
女神电影,http://zzy789.xyz/douyu1.php?id=747764
华语经典,http://zzy789.xyz/douyu1.php?id=434971
避风影院,http://zzy789.xyz/douyu1.php?id=9826611
贝爷影厅,http://zzy789.xyz/douyu1.php?id=252802
译制国语,http://zzy789.xyz/douyu1.php?id=2436390
粤语电影,http://zzy789.xyz/douyu1.php?id=6566671
苹果影院,http://zzy789.xyz/douyu1.php?id=2793084
午夜故事,http://zzy789.xyz/douyu1.php?id=8722254
译制国语,http://zzy789.xyz/douyu1.php?id=2436390
蚂蚱影院,http://zzy789.xyz/douyu1.php?id=6079455
纪录片,http://zzy789.xyz/douyu1.php?id=4360438
贝爷求生,http://zzy789.xyz/douyu1.php?id=454867
恐怖丧尸鬼片,http://zzy789.xyz/douyu1.php?id=263824
译制国语,http://zzy789.xyz/douyu1.php?id=2436390
贝爷求生,http://zzy789.xyz/douyu1.php?id=454867
恐怖丧尸鬼片,http://zzy789.xyz/douyu1.php?id=263824
荒野建造者,http://zzy789.xyz/douyu1.php?id=9611578
邦德影院,http://zzy789.xyz/douyu1.php?id=9292499
特辑影院,http://zzy789.xyz/douyu1.php?id=3637778
漫威影片,http://zzy789.xyz/douyu1.php?id=6140589
刘德华电影1,http://zzy789.xyz/douyu1.php?id=2516864
豆瓣高分,http://zzy789.xyz/douyu1.php?id=8770422
宇哥电影,http://zzy789.xyz/douyu1.php?id=413573
贝爷影厅2,http://zzy789.xyz/douyu1.php?id=36337
霍格影片,http://zzy789.xyz/douyu1.php?id=8814650
星爷影院,http://zzy789.xyz/douyu1.php?id=508118
避风港影院,http://zzy789.xyz/douyu1.php?id=9826611
恐怖经典,http://zzy789.xyz/douyu1.php?id=1165374
萌小鬼片,http://zzy789.xyz/douyu1.php?id=3928
喜剧电影,http://zzy789.xyz/douyu1.php?id=9292492
一起看恐怖片,http://zzy789.xyz/douyu1.php?id=9412287
片荒的日子,http://zzy789.xyz/douyu1.php?id=4258555
大胡子魏,http://zzy789.xyz/douyu1.php?id=8792763
童年回忆,http://zzy789.xyz/douyu1.php?id=8915074
下饭神剧,http://zzy789.xyz/douyu1.php?id=276200
悬疑犯罪,http://zzy789.xyz/douyu1.php?id=9171887
不一样的电影,http://zzy789.xyz/douyu1.php?id=2632223
开心锤锤,http://zzy789.xyz/douyu1.php?id=9018297
凛冬之地,http://zzy789.xyz/douyu1.php?id=8945323
看美剧,http://zzy789.xyz/douyu1.php?id=8869614
动漫直播,http://zzy789.xyz/douyu1.php?id=1487654
鬼片恐怖,http://zzy789.xyz/douyu1.php?id=2935323
恐怖故事,http://zzy789.xyz/douyu1.php?id=2337939
科幻动作,http://zzy789.xyz/douyu1.php?id=4332
霍格沃茨,http://zzy789.xyz/douyu1.php?id=8814650
粤语电影,http://zzy789.xyz/douyu1.php?id=6566671
苹果影院,http://zzy789.xyz/douyu1.php?id=2793084
午夜故事,http://zzy789.xyz/douyu1.php?id=8722254
译制国语,http://zzy789.xyz/douyu1.php?id=2436390
蚂蚱影院,http://zzy789.xyz/douyu1.php?id=6079455
纪录片,http://zzy789.xyz/douyu1.php?id=4360438
贝爷求生,http://zzy789.xyz/douyu1.php?id=454867
恐怖丧尸鬼片,http://zzy789.xyz/douyu1.php?id=263824
斗鱼频道,http://zzy789.xyz/douyu1.php?id=8770422
斗鱼频道,http://zzy789.xyz/douyu1.php?id=218859
斗鱼频道,http://zzy789.xyz/douyu1.php?id=413573
斗鱼频道,http://zzy789.xyz/douyu1.php?id=9292492
斗鱼频道,http://zzy789.xyz/douyu1.php?id=8770422
斗鱼频道,http://zzy789.xyz/douyu1.php?id=2436390
斗鱼频道,http://zzy789.xyz/douyu1.php?id=218859
斗鱼频道,http://zzy789.xyz/douyu1.php?id=413573
斗鱼频道,http://zzy789.xyz/douyu1.php?id=9292492
斗鱼频道,http://zzy789.xyz/douyu1.php?id=1274132
斗鱼电影10,http://zzy789.xyz/douyu1.php?id=2935323
斗鱼电影22,http://zzy789.xyz/douyu1.php?id=1979257
斗鱼电影26,http://zzy789.xyz/douyu1.php?id=8413092
斗鱼电影71,http://zzy789.xyz/douyu1.php?id=2987100
斗鱼电影81,http://zzy789.xyz/douyu1.php?id=3870925
斗鱼电影97,http://zzy789.xyz/douyu1.php?id=8867878
斗鱼电影105,http://zzy789.xyz/douyu1.php?id=4290711
斗鱼电影108,http://zzy789.xyz/douyu1.php?id=6566671
斗鱼电影110,http://zzy789.xyz/douyu1.php?id=8415464
斗鱼电影111,http://zzy789.xyz/douyu1.php?id=8475821
斗鱼电影113,http://zzy789.xyz/douyu1.php?id=5522351
斗鱼电影114,http://zzy789.xyz/douyu1.php?id=562225
斗鱼电影116,http://zzy789.xyz/douyu1.php?id=8651489
斗鱼电影117,http://zzy789.xyz/douyu1.php?id=338759
斗鱼电影120,http://zzy789.xyz/douyu1.php?id=5354713
斗鱼电影124,http://zzy789.xyz/douyu1.php?id=2793084
斗鱼电影125,http://zzy789.xyz/douyu1.php?id=5067952
斗鱼电影129,http://zzy789.xyz/douyu1.php?id=413573
斗鱼电影130,http://zzy789.xyz/douyu1.php?id=8014467
斗鱼电影134,http://zzy789.xyz/douyu1.php?id=6725858
斗鱼电影135,http://zzy789.xyz/douyu1.php?id=7476264
斗鱼电影137,http://zzy789.xyz/douyu1.php?id=1274132
斗鱼电影141,http://zzy789.xyz/douyu1.php?id=7623292
斗鱼电影145,http://zzy789.xyz/douyu1.php?id=5033502
斗鱼电影151,http://zzy789.xyz/douyu1.php?id=426517
斗鱼电影153,http://zzy789.xyz/douyu1.php?id=8799435
斗鱼电影155,http://zzy789.xyz/douyu1.php?id=4258555
斗鱼电影158,http://zzy789.xyz/douyu1.php?id=8788687
斗鱼电影165,http://zzy789.xyz/douyu1.php?id=8705754
斗鱼电影169,http://zzy789.xyz/douyu1.php?id=7528160

🎬YY轮播-全网,#genre#
林正英,https://sslproxy.yy.com:4443/livesystem/15013_xv_34229877_34229877_0_0_0-15013_xa_34229877_34229877_0_0_0.m3u8?org=streamsvr&uuid=f371b3af13ce465e912ffa201c515973&t=1721400643&tk=ecca612a9c06487b2f8c89346323f14c&appid=15013&r=enter&playeruid=0
林正英2,https://sslproxy.yy.com:4443/livesystem/15013_xv_1453996620_1453996620_0_0_0-15013_xa_1453996620_1453996620_0_0_0.m3u8?org=streamsvr&uuid=ff64bb612d9b427985976750901b86ce&t=1721400940&tk=6984ee51a0f716fd27f2e44f2e3afeeb&appid=15013&r=enter&playeruid=2095228103
林正英3,https://sslproxy.yy.com:4443/livesystem/15013_xv_1382841203_1382841203_0_0_0-15013_xa_1382841203_1382841203_0_0_0.m3u8?org=streamsvr&uuid=b2455ac517264d27ae8d88ead9e4e24c&t=1721401857&tk=8779a94cd1f4d7213b863be2849adc3d&appid=15013&r=enter&playeruid=2104862422
林正英全集,https://sslproxy.yy.com:4443/livesystem/15013_xv_1353685311_1353685311_0_0_0-15013_xa_1353685311_1353685311_0_0_0.m3u8?org=streamsvr&uuid=c5f6435414274567b4e10f143a661337&t=1721400821&tk=dd51fdfc807cae122fa10504fe682fc6&appid=15013&r=enter&playeruid=2094579697
林正英合集,https://sslproxy.yy.com:4443/livesystem/15013_xv_1453996620_1453996620_0_0_0-15013_xa_1453996620_1453996620_0_0_0.m3u8?org=streamsvr&uuid=ff64bb612d9b427985976750901b86ce&t=1721400940&tk=6984ee51a0f716fd27f2e44f2e3afeeb&appid=15013&r=enter&playeruid=2095228103
科幻电影,https://bd-flv.yy.com/live/15013_xv_1354930209_1354930209_0_0_0-15013_xa_1354930209_1354930209_0_0_0-0-0-0-0-0-1721457923484309.flv?codec=orig&appid=15013&rts_tk=c8279cbc9bb2673eca529df827b8a8bf&secret=1583cd9422a87126024ddac0376e5321&t=1721545344&stream_key=15013_xv_1354930209_1354930209_0_0_0&r_stream_key=15013_xa_1354930209_1354930209_0_0_0&channelid=1354930209&line_seq=6&cp_id=4&mtk=1&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=cli_switch&playeruid=2094667089&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
科幻电影2,https://bd-flv.yy.com/live/15013_xv_1354930897_1354930897_0_0_0-15013_xa_1354930897_1354930897_0_0_0-0-0-0-0-0-1721455959530590.flv?codec=orig&appid=15013&rts_tk=d746b14cc411ee59f4b4813394bf0903&secret=aef14934c1d8adb7ebe5f705fb223a5e&t=1721545733&stream_key=15013_xv_1354930897_1354930897_0_0_0&r_stream_key=15013_xa_1354930897_1354930897_0_0_0&channelid=1354930897&mtk=1&line_seq=6&cp_id=4&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=cli_switch&playeruid=2085180471&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
科幻电影3,https://bd-flv.yy.com/live/15013_xv_1382745114_1382745114_0_0_0-15013_xa_1382745114_1382745114_0_0_0-0-0-0-0-0-1721456186750577.flv?codec=orig&appid=15013&rts_tk=17b838eeb2527182fd0c48bcc81a4582&secret=b777713a501cd01df07cd011fb922c9f&t=1721546185&stream_key=15013_xv_1382745114_1382745114_0_0_0&r_stream_key=15013_xa_1382745114_1382745114_0_0_0&channelid=1382745114&mtk=1&line_seq=6&cp_id=4&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=cli_switch&playeruid=2094797981&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
科幻电影4,https://bd-flv.yy.com/live/15013_xv_1382747628_1382747628_0_0_0-15013_xa_1382747628_1382747628_0_0_0-0-0-0-0-0-1721453367274667.flv?codec=orig&appid=15013&rts_tk=0f5c82de4ad7c6de359e1d6e3951842b&secret=0990da2aebad4fe1fa479a32e8b4cb69&t=1721546300&stream_key=15013_xv_1382747628_1382747628_0_0_0&r_stream_key=15013_xa_1382747628_1382747628_0_0_0&channelid=1382747628&mtk=1&line_seq=6&cp_id=4&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=enter&playeruid=0&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
怪兽电影,https://bd-flv.yy.com/live/15013_xv_1354930181_1354930181_0_0_0-15013_xa_1354930181_1354930181_0_0_0-0-0-0-0-0-1721459316941411.flv?codec=orig&appid=15013&rts_tk=bf309a1d190c1565b1117e5cec546de0&secret=00e8fad1782275abd64496eb63fad8a7&t=1721547709&stream_key=15013_xv_1354930181_1354930181_0_0_0&r_stream_key=15013_xa_1354930181_1354930181_0_0_0&channelid=1354930181&cp_id=4&mtk=1&line_seq=6&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=enter&playeruid=0&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
院线大片,https://bd-flv.yy.com/live/15013_xv_1354936142_1354936142_0_0_0-15013_xa_1354936142_1354936142_0_0_0-0-0-0-0-0-1721461066796056.flv?codec=orig&appid=15013&rts_tk=493e091fce6c2edb4b545bd373d14216&secret=af039f9bd3c65cb3cc4c3d93b183b58d&t=1721547886&stream_key=15013_xv_1354936142_1354936142_0_0_0&r_stream_key=15013_xa_1354936142_1354936142_0_0_0&channelid=1354936142&line_seq=6&cp_id=4&mtk=1&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=enter&playeruid=0&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
古惑仔,http://media-proxy.yy.com/livesystem/15013_xv_1458015189_1458015189_0_0_0-15013_xa_1458015189_1458015189_0_0_0.m3u8?org=streamsvr&uuid=83fb367d925d47b79e64f34f7d1ef103&t=1721398723&tk=c0fe8c9a250fda2ffa7776c4aebfb8e9&appid=15013&r=enter&playeruid=0
港片赌片,https://sslproxy.yy.com:4443/livesystem/15013_xv_1355076627_1355076627_0_0_0-15013_xa_1355076627_1355076627_0_0_0.m3u8?org=streamsvr&uuid=2e3927b1ce75412e9230bf53946dedf5&t=1721399577&tk=e9472b698870bb91137d4941064ed364&appid=15013&r=enter&playeruid=0
绝版电影,https://sslproxy.yy.com:4443/livesystem/15013_xv_1455988450_1455988450_0_0_0-15013_xa_1455988450_1455988450_0_0_0.m3u8?org=streamsvr&uuid=71d6f629afe645b99d009dbc8cbc9649&t=1721400457&tk=de9ec2f2da1c8dbf097b57adfefdd616&appid=15013&r=enter&playeruid=0
恐怖电影,https://sslproxy.yy.com:4443/livesystem/15013_xv_1458572505_1458572505_0_0_0-15013_xa_1458572505_1458572505_0_0_0.m3u8?org=streamsvr&uuid=c77e8a7d7f13476ea4251a1b6061ca17&t=1721401355&tk=e325a0ab4afe5f6997962cc597f56efc&appid=15013&r=enter&playeruid=0
小鬼电影,https://sslproxy.yy.com:4443/livesystem/15013_xv_1455891197_1455891197_0_0_0-15013_xa_1455891197_1455891197_0_0_0.m3u8?org=streamsvr&uuid=d3cb441ff6614200bc3113f3580fe862&t=1721401686&tk=09f13e54726b4566d9de4c714d3aa77d&appid=15013&r=enter&playeruid=0
鬼经典老片,https://sslproxy.yy.com:4443/livesystem/15013_xv_1463783198_1463783198_0_0_0-15013_xa_1463783198_1463783198_0_0_0.m3u8?org=streamsvr&uuid=74a7510bcaab4782909bd0b9733e12e3&t=1721402011&tk=ff4ecf892034ae545a365d85de086959&appid=15013&r=enter&playeruid=0
周星驰,https://sslproxy.yy.com:4443/livesystem/15013_xv_1354658049_1354658049_0_0_0-15013_xa_1354658049_1354658049_0_0_0.m3u8?org=streamsvr&uuid=4b2f8edbaf7e4f16831b87cee0690e67&t=1721402473&tk=7f43e9ef2206b81f81c06c335b30d122&appid=15013&r=enter&playeruid=0
周星星,https://sslproxy.yy.com:4443/livesystem/15013_xv_29945997_29945997_0_0_0-15013_xa_29945997_29945997_0_0_0.m3u8?org=streamsvr&uuid=1c3099657bb240578d3366d96ab3cb6b&t=1721402640&tk=e6b1dd0a6f34d5b1b496c34c8bf14ac4&appid=15013&r=enter&playeruid=2104823524
星爷经典,https://sslproxy.yy.com:4443/livesystem/15013_xv_1382736808_1382736808_0_0_0-15013_xa_1382736808_1382736808_0_0_0.m3u8?org=streamsvr&uuid=8a77834d252e460695947a0acfbe228c&t=1721403225&tk=1e3310896e46134cce2d54ddb00d0a68&appid=15013&r=enter&playeruid=0
港台影院,https://sslproxy.yy.com:4443/livesystem/15013_xv_1354889234_1354889234_0_0_0-15013_xa_1354889234_1354889234_0_0_0.m3u8?org=streamsvr&uuid=2760ff6f60b64802b3788443b9dcdb22&t=1721402796&tk=c539816c4d9d066837eefef3259e707b&appid=15013&r=enter&playeruid=0
港片喜剧,https://sslproxy.yy.com:4443/livesystem/15013_xv_1355112116_1355112116_0_0_0-15013_xa_1355112116_1355112116_0_0_0.m3u8?org=streamsvr&uuid=78240723331f4d8182319402c16980ee&t=1721403068&tk=080e53ff38e97448bf86df24fd600588&appid=15013&r=enter&playeruid=0
喜剧电影,https://bd-flv.yy.com/live/15013_xv_1354930945_1354930945_0_0_0-15013_xa_1354930945_1354930945_0_0_0-0-0-0-0-0-1721458194516021.flv?codec=orig&appid=15013&rts_tk=b99e8340a4170a6aaf8b134d3a2aba0f&secret=634b112c976480b03a817edea45fe49b&t=1721546574&stream_key=15013_xv_1354930945_1354930945_0_0_0&r_stream_key=15013_xa_1354930945_1354930945_0_0_0&channelid=1354930945&mtk=1&line_seq=6&cp_id=4&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=enter&playeruid=0&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
怀旧电影院,https://sslproxy.yy.com:4443/livesystem/15013_xv_1382793140_1382793140_0_0_0-15013_xa_1382793140_1382793140_0_0_0.m3u8?org=streamsvr&uuid=fc7f2b45b276430ba200bd1118d14953&t=1721403381&tk=f12b34089075ee1e3a268b0877443e17&appid=15013&r=enter&playeruid=0
YY影视,https://bd-flv.yy.com/live/15013_xv_1351186084_1351186084_0_0_0-15013_xa_1351186084_1351186084_0_0_0-0-0-0-0-0-1721392540481460.flv?codec=orig&appid=15013&rts_tk=d2edee52c6ad04ed4002d675f9ed5e7c&secret=16a502fa84206d0b0dc81b63ca38a37a&t=1721542287&stream_key=15013_xv_1351186084_1351186084_0_0_0&r_stream_key=15013_xa_1351186084_1351186084_0_0_0&channelid=1351186084&line_seq=6&cp_id=4&mtk=1&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=enter&playeruid=0&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
精彩港剧,https://bd-flv.yy.com/live/15013_xv_1382736881_1382736881_0_0_0-15013_xa_1382736881_1382736881_0_0_0-0-0-0-0-0-1721456548370509.flv?codec=orig&appid=15013&rts_tk=8100b55103e8ffe2c0d63984bb166a25&secret=d4ea03bf21d37bfae01272d4a596a98a&t=1721544754&stream_key=15013_xv_1382736881_1382736881_0_0_0&r_stream_key=15013_xa_1382736881_1382736881_0_0_0&channelid=1382736881&line_seq=6&cp_id=4&mtk=1&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=enter&playeruid=0&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
精彩港剧2,https://bd-flv.yy.com/live/15013_xv_1382745088_1382745088_0_0_0-15013_xa_1382745088_1382745088_0_0_0-0-0-0-0-0-1721457224901220.flv?codec=orig&appid=15013&rts_tk=c590484b2ad649152a8061f258964010&secret=7ae402966649748b24a1feee0d4ee8d2&t=1721545520&stream_key=15013_xv_1382745088_1382745088_0_0_0&r_stream_key=15013_xa_1382745088_1382745088_0_0_0&channelid=1382745088&mtk=1&line_seq=6&cp_id=4&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=enter&playeruid=0&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
星光影视,https://bd-flv.yy.com/live/15013_xv_1353422557_1353422557_0_0_0-15013_xa_1353422557_1353422557_0_0_0-0-0-0-0-0-1721320388893445.flv?codec=orig&appid=15013&rts_tk=854d26e84fb8b1ec527ae901a0fd6ac2&secret=5b188920739eca02041cfd05c2439d45&t=1721544850&stream_key=15013_xv_1353422557_1353422557_0_0_0&r_stream_key=15013_xa_1353422557_1353422557_0_0_0&channelid=1353422557&mtk=1&line_seq=6&cp_id=4&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=enter&playeruid=0&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
动作喜剧,https://bd-flv.yy.com/live/15013_xv_1354930936_1354930936_0_0_0-15013_xa_1354930936_1354930936_0_0_0-0-0-0-0-0-1721456370839331.flv?codec=orig&appid=15013&rts_tk=d71e7498ea8051fd75339b64d7c93af5&secret=e320bb9ab2d9e13ee14c733556b9597e&t=1721544988&stream_key=15013_xv_1354930936_1354930936_0_0_0&r_stream_key=15013_xa_1354930936_1354930936_0_0_0&channelid=1354930936&cp_id=4&mtk=1&line_seq=6&rts=1&ctx=eyJydHNfYXV0aCI6MiwiZGVmX3Bhc3MiOjF9&r=enter&playeruid=0&uuid=9870edde-08b9-4e81-8b12-2d8de4645ab8
